xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.6-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xprintidle 0.2.5-2
xreader 4.2.3-1
xsettingsd 1.0.2-2
xss-lock 0.3.0.r30.gac39fdc-1
xterm 397-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.6.4-1
yad 14.1-2.1
yajl 2.1.0-6
yasm 1.3.0-7
yay 12.4.2-1
yazi 25.3.2-1
yelp 42.2-2
yelp-xsl 42.1-2
yetris 2.3.0-3
yyjson 0.10.0-1
zbar 0.23.93-4
zen-browser-bin 1.11.5b-1
zenity 4.0.5-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zoxide 0.9.7-1
zram-generator 1.2.1-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-completions 0.35.0-2
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-1
zshdb 1.1.4-1
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-4
